ds,y
2026-04-08,13602.0
2026-04-09,13589.0
2026-04-10,13709.0
2026-04-13,13076.0
2026-04-15,13289.0
2026-04-16,13335.0
2026-04-17,13453.0
2026-04-20,13450.0
2026-04-21,13461.0
2026-04-22,13337.0
2026-04-23,13160.0
2026-04-24,13048.0
2026-04-27,13222.0
2026-04-28,12892.0
2026-04-29,13257.0
2026-04-30,13314.0
2026-05-01,13314.0
2026-05-04,13580.0
2026-05-05,13426.0
2026-05-06,13722.0
2026-05-07,
